adult,budget,id,imdb_id,original_language,original_title,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,video,vote_average,vote_count,year,profit_margin,genres_list,production_companies_list,genres_count
False,92000000,7446,tt0942385,en,Tropic Thunder,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.",8.980941,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2008-08-09,188072649.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'zh', 'name': '普通话'}]",Released,Tropic Thunder,False,6.5,1707.0,2008.0,1.0442679239130435,"['Action', 'Comedy']","['DreamWorks SKG', 'Goldcrest Pictures', 'Red Hour Films', 'Internationale Filmproduktion Stella-del-Sud Second']",2
False,25000000,13956,tt0486321,en,Fly Me to the Moon,Three young houseflies stow away aboard the Apollo 11 flight to the moon.,4.729184,"[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-15,0.0,84.0,"[{'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Fly Me to the Moon,False,4.4,46.0,2008.0,-1.0,"['Adventure', 'Fantasy', 'Animation', 'Action', 'Science Fiction', 'Family']","['uFilm', 'nWave Pictures', 'Illuminata Pictures']",6
False,35000000,13515,tt0790686,en,Mirrors,An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.,8.612618,"[{'iso_3166_1': 'RO', 'name': 'Romania'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-15,72436439.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Mirrors,False,6.0,494.0,2008.0,1.0696125428571428,"['Horror', 'Mystery', 'Thriller']","['Regency Enterprises', 'Castel Film Romania', 'ASAF', 'New Regency Pictures', 'Luna Pictures']",3
False,15000000,5038,tt0497465,en,Vicky Cristina Barcelona,"Two girlfriends on a summer holiday in Spain become enamored with the same painter, unaware that his ex-wife, with whom he has a tempestuous relationship, is about to re-enter the picture.",9.648539,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'ES', 'name': 'Spain'}]",2008-08-15,96408652.0,96.0,"[{'iso_639_1': 'es', 'name': 'Español'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Vicky Cristina Barcelona,False,6.7,1050.0,2008.0,5.427243466666667,"['Drama', 'Romance']","['The Weinstein Company', 'Gravier Productions', 'Antena 3 Films', 'Televisió de Catalunya (TV3)', 'Antena 3 Televisión', 'Mediapro']",2
False,15000000,10186,tt1031969,en,The Rocker,"Rob ""Fish"" Fishman is the drummer in '80s hair metal band Vesuvius. He's unceremoniously booted as the group signs a big record deal, is out of the music world for 20 years - and then receives a second chance with his nephew's band.",9.469873,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-20,8762890.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,The Rocker,False,5.6,159.0,2008.0,-0.4158073333333333,"['Comedy', 'Music']",['Fox Atomic'],2
False,70000000,9381,tt0364970,en,Babylon A.D.,"In Babylon A.D Vin Diesel stars as a veteran-turned-mercenary who is hired to deliver a package from the ravages of post-apocalyptic Eastern Europe to a destination in the teeming megalopolis of New York City. The ""package"" is a mysterious young woman with a secret.",9.273808,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2008-08-20,72108608.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Babylon A.D.,False,5.4,687.0,2008.0,0.03012297142857143,"['Action', 'Adventure', 'Science Fiction', 'Thriller']","['StudioCanal', 'M6 Films', 'Canal+', 'CinéCinéma', 'Babylon', 'Babylon Films Limited', 'M6', 'MNP Entreprise']",4
False,45000000,13184,tt0814022,en,Bangkok Dangerous,"When carrying out a hit, assassin Joe (Cage) always makes use of the knowledge of the local population. On arriving in Bangkok, Joe meets street kid Kong and he becomes his primary aide. But when Kong is nearly killed, he asks Joe to train him up in the deadly arts and unwittingly becomes a target of a band of killers.",6.576009,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-21,42487390.0,99.0,"[{'iso_639_1': 'th', 'name': 'ภาษาไทย'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Bangkok Dangerous,False,5.0,336.0,2008.0,-0.055835777777777776,"['Action', 'Crime', 'Thriller']","['Virtual Studios', 'Initial Entertainment Group', 'Saturn Films', 'International Production Company', 'Blue Star Pictures', 'Living Films', 'Bangkok Dangerous']",3
False,25000000,12620,tt0852713,en,The House Bunny,"Shelley is living a carefree life until a rival gets her tossed out of the Playboy Mansion. With nowhere to go, fate delivers her to the sorority girls from Zeta Alpha Zeta. Unless they can sign a new pledge class, the seven socially clueless women will lose their house to the scheming girls of Phi Iota Mu. In order to accomplish their goal, they need Shelley to teach them the ways of makeup and men; at the same time, Shelley needs some of what the Zetas have - a sense of individuality. The combination leads all the girls to learn how to stop pretending and start being themselves.",9.920106,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-22,70442940.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The House Bunny,False,5.6,548.0,2008.0,1.8177176,"['Romance', 'Comedy']","['Columbia Pictures', 'Happy Madison Productions', 'Relativity Media', 'Alta Loma Entertainment']",2
False,45000000,10483,tt0452608,en,Death Race,"Terminal Island, New York: 2020. Overcrowding in the US penal system has reached a breaking point. Prisons have been turned over to a monolithic Weyland Corporation, which sees jails full of thugs as an opportunity for televised sport. Adrenalized inmates, a global audience hungry for violence and a spectacular, enclosed arena come together to form the 'Death Race', the biggest, most brutal event.",13.530029999999998,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2008-08-22,73762516.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Death Race,False,6.0,1205.0,2008.0,0.6391670222222222,"['Action', 'Thriller', 'Science Fiction']","['Universal Pictures', 'Cruise/Wagner Productions', 'Impact Pictures', 'Relativity Media', 'Scion Films', 'H2S2 Filmproduktionsgesellschaft']",3
False,170000,19197,tt1129428,en,Mum & Dad,"Mum and Dad, and their 'adopted' children, Birdie &amp; Elbie, work at the airport. The family live off whatever they scavenge from cargo holds, offices and hotels - including a steady stream of transient workers who populate the airport's soulless hub. When Lena, a young Polish office cleaner, is befriended by Birdie, she gets drawn into a nightmarish world of torture, murder and perversity.",2.947919,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2008-08-22,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}]",Released,Mum & Dad,False,6.3,49.0,2008.0,-1.0,"['Horror', 'Thriller']","['EM Media', 'Film London', '2am Films']",2
False,22000000,13291,tt0988047,en,Traitor,"When straight arrow FBI agent Roy Clayton heads up the investigation into a dangerous international conspiracy, all clues seem to lead back to former U.S. Special Operations officer, Samir Horn.",7.859605999999999,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-23,23530831.0,114.0,"[{'iso_639_1': 'ar', 'name': 'العربية'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Traitor,False,6.6,210.0,2008.0,0.06958322727272727,"['Drama', 'Action', 'Thriller', 'Crime']","['Hyde Park Films', 'Crescendo Productions', 'Mandeville Films', 'Overture Films']",4
False,15000000,16921,tt0443435,en,Autopsy,"Emily Johnson, her boyfriend Bobby and their friends Clare and Jude are recent college grads driving cross-country, taking a last vacation together before they face the ""real"" world. An accident leaves them hurt and stranded on a lonely Louisiana road. When the ambulance arrives, it whisks them to Mercy Hospital.",4.230297,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-24,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Autopsy,False,4.5,51.0,2008.0,-1.0,"['Horror', 'Thriller']","['A-Mark Entertainment', 'FlipZide Pictures', 'Project 8 Films', 'Parallel Media', 'Voodoo Production Services', 'Lion Share Productions']",2
False,7000000,13991,tt0844671,en,College,A wild weekend is in store for three high school seniors who visit a local college campus as prospective freshmen.,10.36168,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-28,6230276.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,College,False,4.8,48.0,2008.0,-0.10996057142857144,['Comedy'],['Metro-Goldwyn-Mayer (MGM)'],1
False,25000000,13805,tt1213644,en,Disaster Movie,"In DISASTER MOVIE, the filmmaking team behind the hits ""Scary Movie,"" ""Date Movie,"" ""Epic Movie"" and ""Meet The Spartans"" this time puts its unique, inimitable stamp on one of the biggest and most bloated movie genres of all time -- the disaster film.",11.634132,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-08-29,14109284.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Disaster Movie,False,3.1,250.0,2008.0,-0.43562864,"['Action', 'Comedy']","['Grosvenor Park Media Ltd.', 'LionsGate', '3 in the Box']",2
False,6500000,9539,tt1029234,fr,Martyrs,"A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.",7.716326,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2008-09-03,0.0,99.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,Martyrs,False,7.3,581.0,2008.0,-1.0,"['Horror', 'Drama', 'Thriller']","['Eskwad', 'Wild Bunch', 'TCB Films', 'Canal+', 'CinéCinéma', 'Canal Horizons']",3
False,18000000,13809,tt1032755,en,RockNRolla,"When a Russian mobster sets up a real estate scam that generates millions of pounds, various members of London's criminal underworld pursue their share of the fortune. Various shady characters, including Mr One-Two, Stella the accountant, and Johnny Quid, a druggie rock-star, try to claim their slice.",7.263988,"[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2008-09-04,25739015.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,RockNRolla,False,6.9,851.0,2008.0,0.4299452777777778,"['Action', 'Crime', 'Thriller']","['StudioCanal', 'Dark Castle Entertainment', 'Toff Guy Films', 'Warner Bros.']",3
False,1400000,19703,tt1280558,hi,अ वेडनसडे,"Mumbai, the financial capital of India, the city that never sleeps, the city of dreams, fast paced and ever changing, home to Bollywood! A City of beauty but also a city that got scarred! A city whose foundation is slowly crumbling beneath its façade of invincibility! 'A Wednesday!' tells the story of certain events that unfold between 2.P.M and 6 P.M on a particular Wednesday in this city.",3.143929,"[{'iso_3166_1': 'IN', 'name': 'India'}]",2008-09-05,3500000.0,103.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,A Wednesday!,False,7.0,61.0,2008.0,1.5,"['Action', 'Drama']",['UTV Motion Pictures'],2
False,30000000,8881,tt0892255,en,Che: Part One,"The Argentine, begins as Che and a band of Cuban exiles (led by Fidel Castro) reach the Cuban shore from Mexico in 1956. Within two years, they mobilized popular support and an army and toppled the U.S.-friendly regime of dictator Fulgencio Batista.",5.68041,"[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-05,0.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Che: Part One,False,6.8,209.0,2008.0,-1.0,"['Drama', 'History', 'War']","['Wild Bunch', 'Telecinco', 'Laura Bickford Productions', 'Morena Films', 'Ministerio de Cultura', 'Guerrilla Films', 'Section Eight Productions']",3
False,37000000,4944,tt0887883,en,Burn After Reading,"When a disc containing memoirs of a former CIA analyst falls into the hands of Linda Litzke and Chad Feldheimer, the two gym employees see a chance to make enough money for her to have life-changing cosmetic surgery. Predictably, events whirl out of control for the duo doofuses and those in their orbit.",13.206798999999998,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2008-09-05,163720069.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Burn After Reading,False,6.5,1251.0,2008.0,3.4248667297297297,"['Comedy', 'Drama']","['Mike Zoss Productions', 'Studio Canal', 'Relativity Media', 'Focus Features', 'Working Title Films']",2
False,12000000,18032,tt0396707,en,The Secret of Moonacre,"When 13 year old Maria Merryweather's father dies, leaving her orphaned and homeless, she is forced to leave her luxurious London life to go and live with Sir Benjamin, an eccentric uncle she didn't know she had, at the mysterious Moonacre Manor.",12.01334,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'HU', 'name': 'Hungary'}, {'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}]",2008-09-06,7070330.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Secret of Moonacre,False,6.2,112.0,2008.0,-0.4108058333333333,"['Adventure', 'Fantasy', 'Drama', 'Science Fiction', 'Romance', 'Family']","['South Pacific Pictures', 'Metropolitan Filmexport', 'Spice Factory', 'UK Film Council', 'The Australian Film Commission', 'Forgan-Smith Entertainment', 'Eurofilm Stúdió']",6
False,14700000,12572,tt0808399,en,"New York, I Love You","Ten vignettes in New York City: a pickpocket meets his match; a young Hasidic woman, on the eve of her marriage, reveals herself to an Indian businessman; a writer tries a pick-up line; an artist seeks a model; a composer needs to read; two women connect; a man takes a child to Central Park; lovers meet; a couple takes a walk on their anniversary; a kid goes to the prom with a girl in a wheelchair; a retired singer contemplates suicide. There are eight million stories in the naked city: these have been ten of them.",13.825651,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-06,8049666.0,103.0,"[{'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'gu', 'name': ''}, {'iso_639_1': 'yi', 'name': ''}]",Released,"New York, I Love You",False,5.7,174.0,2008.0,-0.45240367346938776,"['Comedy', 'Drama', 'Romance']",['Vivendi Entertainment'],3
False,8000000,4627,tt0772181,de,Krabat,"A 14-year-old orphan named Krabat flees the horrors of the 30 Years War by becoming an apprentice to an ominous master of a mysterious mill. Krabat is not only taught the craft of milling, but is also instructed in the sinister world of the darker arts. When the life of his friend and protector is threatened, Krabat must struggle to free himself from an evil sorcerer's control in a gripping fight for freedom, friendship and love.",4.562917,"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2008-09-07,0.0,120.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}, {'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Krabat and the Legend of the Satanic Mill,False,6.1,63.0,2008.0,-1.0,"['Action', 'Fantasy', 'Horror']","['Krabat Filmproduktion', 'Seven Pictures Film']",3
False,6000000,12163,tt1125849,en,The Wrestler,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",7.903956,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-07,44703995.0,109.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Wrestler,False,7.3,1031.0,2008.0,6.450665833333334,"['Drama', 'Romance']","['Saturn Films', 'Wild Bunch', 'Protozoa Pictures', 'Top Rope']",2
False,1500000,22152,tt0363780,en,Lymelife,"A coming of age dramedy where infidelity, real estate, and Lyme disease have two families falling apart on Long Island in the early eighties. Scott, 15, is at the point in his life when he finds out that the most important people around him, his father, his mother, and his brother, are not exactly who he thought they were. They are flawed and they are human.",9.813825,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-08,0.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lymelife,False,6.4,43.0,2008.0,-1.0,"['Comedy', 'Drama']","['Cappa Productions', 'Bartlett Films', 'Cappa Defina Productions', 'El Dorado Pictures']",2
False,30000000,13150,tt0482572,en,Pride and Glory,"A saga centered on a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney, investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray, the truth is revelatory, a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.",5.844016000000001,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2008-09-09,31148328.0,130.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Pride and Glory,False,6.3,243.0,2008.0,0.0382776,"['Thriller', 'Crime', 'Drama']","['New Line Cinema', 'Solaris Film', 'Avery Pix', ""O'Connor Brothers"", 'Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG']",3
False,7000000,15846,tt0445939,en,The Burrowers,"It is 1879 in the Dakota Territories, a band of men who set out to find and recover a family of settlers that has mysteriously vanished from their home. Expecting the offenders to be a band of fierce natives, but they soon discover that the real enemy stalks them from below.",5.5942300000000005,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-09,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Burrowers,False,5.4,58.0,2008.0,-1.0,"['Action', 'Horror', 'Western']",['Blue Star Pictures'],3
False,20000000,21755,tt0844286,en,The Brothers Bloom,"The Brothers Bloom are the best con men in the world, swindling millionaires with complex scenarios of lust and intrigue. Now they've decided to take on one last job – showing a beautiful and eccentric heiress the time of her life with a romantic adventure that takes them around the world.",7.973126,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-09,5530764.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'cs', 'name': 'Český'}, {'iso_639_1': 'ja', 'name': '日本語'}]",Released,The Brothers Bloom,False,6.8,206.0,2008.0,-0.7234618,"['Adventure', 'Comedy', 'Drama', 'Romance']","['The Weinstein Company', 'Summit Entertainment', 'Endgame Entertainment']",4
False,60000000,13389,tt1034331,en,Righteous Kill,"Two veteran New York City detectives work to identify the possible connection between a recent murder and a case they believe they solved years ago; is there a serial killer on the loose, and did they perhaps put the wrong person behind bars?",7.0946240000000005,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-11,73174566.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'ru', 'name': 'Pусский'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Righteous Kill,False,5.9,382.0,2008.0,0.2195761,"['Action', 'Crime', 'Drama', 'Thriller']","['Grosvenor Park Media Ltd.', 'InVenture Entertainment', 'Millennium Films', 'Emmett/Furla Films', 'Nu-Image Films']",4
False,20000000,12690,tt0800308,en,Appaloosa,Two friends hired to police a small town that is suffering under the rule of a rancher find their job complicated by the arrival of a young widow.,12.392754,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-12,20211394.0,115.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Appaloosa,False,6.3,305.0,2008.0,0.0105697,"['Drama', 'Western', 'Crime']","['New Line Cinema', 'Groundswell Productions', 'Axon Films']",3
False,16000000,13972,tt0430770,en,The Women,"The story centers on a group of gossipy, high-society women who spend their days at the beauty salon and haunting fashion shows. The sweet, happily-wedded Mary Haines finds her marriage in trouble when shop girl Crystal Allen gets her hooks into Mary's man.",6.62363,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-12,50007546.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Women,False,4.6,96.0,2008.0,2.125471625,"['Comedy', 'Drama', 'Romance']",['New Line Cinema'],3
False,45000000,12412,tt1046997,en,Miracle at St. Anna,"Miracle at St. Anna chronicles the story of four American soldiers who are members of the all-black 92nd ""Buffalo Soldier"" Division stationed in Tuscany, Italy during World War II.",11.221186,"[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-15,9323833.0,160.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,Miracle at St. Anna,False,6.3,90.0,2008.0,-0.7928037111111111,"['Drama', 'War']","['Rai Cinema', '40 Acres & A Mule Filmworks', 'Touchstone Pictures', 'On My Own']",2
False,5000000,15157,tt1071358,en,Another Cinderella Story,"A guy who danced with what could be the girl of his dreams at a costume ball only has one hint at her identity: the Zune she left behind as she rushed home in order to make her curfew. And with a once-in-a-lifetime opportunity in front of him, he sets out to find his masked beauty.",7.863792999999999,"[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-16,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Another Cinderella Story,False,6.2,406.0,2008.0,-1.0,['Music'],"['Warner Premiere', 'CS2 Films', 'Dylan Sellers Productions']",1
False,11000000,12837,tt0416212,en,The Secret Life of Bees,"Set in South Carolina in 1964, this is the tale of Lily Owens a 14 year-old girl who is haunted by the memory of her late mother. To escape her lonely life and troubled relationship with her father, Lily flees with Rosaleen, her caregiver and only friend, to a South Carolina town that holds the secret to her mother's past.",6.390463,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-17,38105395.0,114.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The Secret Life of Bees,False,7.4,159.0,2008.0,2.464126818181818,['Adventure'],"['Fox Searchlight Pictures', ""Donners' Company"", 'Dune Entertainment III', 'Overbrook Entertainment']",1
False,24000000,10358,tt1007028,en,Zack and Miri Make a Porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",6.449332,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-18,42105111.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Zack and Miri Make a Porno,False,6.1,734.0,2008.0,0.754379625,['Comedy'],"['Blue Askew', 'View Askew Productions']",1
False,20000000,13596,tt1046163,en,My Best Friend's Girl,"When Dustin's girlfriend, Alexis, breaks up with him, he employs his best buddy, Tank, to take her out on the worst rebound date imaginable in the hopes that it will send her running back into his arms. But when Tank begins to really fall for Alexis, he finds himself in an impossible position.",14.114135999999998,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-19,36620508.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,My Best Friend's Girl,False,5.4,223.0,2008.0,0.8310254,"['Romance', 'Comedy']","['Lionsgate', 'New Wave Entertainment', 'Management 360', 'Terra Firma Films', 'Superfinger Entertainment']",2
False,25000000,14248,tt0465502,en,Igor,"Animated fable about a cliché hunchbacked evil scientist's assistant who aspires to become a scientist himself, much to the displeasure of the rest of the evil science community.",9.369432000000002,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2008-09-19,30000000.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Igor,False,5.6,154.0,2008.0,0.2,"['Animation', 'Comedy', 'Family', 'Fantasy']","['Exodus Film Group', 'Exodus Productions']",4
False,20000000,13279,tt0947802,en,Lakeview Terrace,"A young interracial couple has just moved into their California dream home when they become the target of their next-door neighbor, who disapproves of their relationship. A tightly wound LAPD officer has appointed himself the watchdog of the neighborhood. His nightly foot patrols and overly watchful eyes bring comfort to some, but he becomes increasingly aggressive to the newlyweds. These persistent intrusions into their lives cause the couple to fight back.",13.857624,"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2008-09-19,27640028.0,110.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Lakeview Terrace,False,5.9,294.0,2008.0,0.3820014,"['Drama', 'Crime', 'Thriller']","['Screen Gems', 'Overbrook Entertainment']",3
False,21000000,168643,tt1117667,en,XIII,"The first female US President Sally Sheridan is shot dead by a sniper during her Veterans Day speech. Her assassin narrowly escapes the scene with his life, national security hot on his heels - or so it seems. Three months later, an elderly couple discover the body of a wounded man in a tree, wearing a parachute. The young man cannot remember the slightest thing about his own identity.",2.947094,"[{'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2008-09-24,0.0,173.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,XIII,False,5.9,43.0,2008.0,-1.0,"['Action', 'Crime', 'Mystery']","['Prodigy Pictures', 'Cipango']",3
False,27000000,6968,tt0765432,de,Der Baader Meinhof Komplex,"Der Baader Meinhof Komplex depicts the political turmoil in the period from 1967 to the bloody ""Deutschen Herbst"" in 1977. The movie approaches the events based on Stefan Aust's standard work on Die Rote Armee Fraktion (RAF). The story centers on the leadership of the self named anti-fascist resistance to state violence: Andreas Baader, Ulrike Meinhof and Gudrun Ensslin.",5.155749,"[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2008-09-24,0.0,150.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'sv', 'name': 'svenska'}]",Released,The Baader Meinhof Complex,False,7.1,157.0,2008.0,-1.0,"['Action', 'Crime', 'Drama', 'History', 'Thriller']","['Nouvelles Éditions de Films (NEF)', 'Degeto Film', 'Constantin Film Produktion', 'Westdeutscher Rundfunk (WDR)', 'Norddeutscher Rundfunk (NDR)', 'Bayerischer Rundfunk (BR)', 'Dune Films', 'G.T. Film Production']",5
False,80000000,13027,tt1059786,en,Eagle Eye,"Jerry Shaw and Rachel Holloman are two strangers whose lives are suddenly thrown into turmoil by a mysterious woman they have never met. Threatening their lives and family, the unseen caller uses everyday technology to control their actions and push them into increasing danger. As events escalate, Jerry and Rachel become the country's most-wanted fugitives and must figure out what is happening to them.",14.324875,"[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2008-09-25,178066569.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Eagle Eye,False,6.3,1038.0,2008.0,1.2258321125,"['Mystery', 'Thriller', 'Action']","['DreamWorks SKG', 'K/O Paper Products', 'Goldcrest Pictures', 'KMP Film Invest']",3
